,optim,lr,loss
107,adam,2.8999265273907598e-06,5.802271842956543
108,adam,2.928925792664667e-06,5.801673412322998
109,adam,2.9582150505913138e-06,5.784919261932373
110,adam,2.987797201097227e-06,5.761574745178223
111,adam,3.017675173108199e-06,5.751611709594727
112,adam,3.047851924839281e-06,5.709897041320801
113,adam,3.078330444087674e-06,5.6763129234313965
114,adam,3.1091137485285506e-06,5.658435821533203
115,adam,3.140204886013836e-06,5.662283897399902
116,adam,3.1716069348739743e-06,5.615872859954834
117,adam,3.203323004222714e-06,5.6024603843688965
118,adam,3.235356234264941e-06,5.597778797149658
119,adam,3.2677097966075907e-06,5.532702922821045
120,adam,3.3003868945736665e-06,5.566400051116943
121,adam,3.3333907635194033e-06,5.5003838539123535
122,adam,3.366724671154597e-06,5.488463878631592
123,adam,3.400391917866143e-06,5.476022243499756
124,adam,3.434395837044805e-06,5.4665846824646
125,adam,3.468739795415253e-06,5.43686056137085
126,adam,3.5034271933694055e-06,5.430810451507568
127,adam,3.5384614653030997e-06,5.376779079437256
128,adam,3.5738460799561307e-06,5.353894233703613
129,adam,3.6095845407556923e-06,5.3286027908325195
130,adam,3.6456803861632494e-06,5.319127559661865
131,adam,3.682137190024882e-06,5.258581161499023
132,adam,3.718958561925131e-06,5.251354217529297
133,adam,3.7561481475443823e-06,5.2561187744140625
134,adam,3.7937096290198264e-06,5.216607570648193
135,adam,3.831646725310025e-06,5.207841873168945
136,adam,3.869963192563125e-06,5.175590515136719
137,adam,3.908662824488756e-06,5.127599239349365
138,adam,3.947749452733644e-06,5.101956844329834
139,adam,3.98722694726098e-06,5.07096529006958
140,adam,4.02709921673359e-06,5.078582763671875
141,adam,4.067370208900926e-06,5.039294242858887
142,adam,4.108043910989936e-06,4.99693489074707
143,adam,4.149124350099835e-06,4.963616847991943
144,adam,4.190615593600833e-06,4.947456359863281
145,adam,4.232521749536842e-06,4.931211471557617
146,adam,4.27484696703221e-06,4.913170337677002
147,adam,4.3175954367025324e-06,4.881507396697998
148,adam,4.360771391069557e-06,4.819386005401611
149,adam,4.404379104980253e-06,4.8436665534973145
150,adam,4.448422896030055e-06,4.800793170928955
151,adam,4.492907124990356e-06,4.783855438232422
152,adam,4.53783619624026e-06,4.7317304611206055
153,adam,4.583214558202662e-06,4.731810569763184
154,adam,4.6290467037846885e-06,4.68658447265625
155,adam,4.675337170822536e-06,4.676475524902344
156,adam,4.722090542530761e-06,4.616456031799316
157,adam,4.769311447956069e-06,4.605647563934326
158,adam,4.81700456243563e-06,4.573238372802734
159,adam,4.865174608059987e-06,4.524677276611328
160,adam,4.913826354140586e-06,4.525418281555176
161,adam,4.9629646176819924e-06,4.455836772918701
162,adam,5.012594263858813e-06,4.453893184661865
163,adam,5.062720206497401e-06,4.428027153015137
164,adam,5.1133474085623755e-06,4.397706985473633
165,adam,5.164480882647999e-06,4.371295928955078
166,adam,5.216125691474479e-06,4.318560600280762
167,adam,5.268286948389224e-06,4.303741931915283
168,adam,5.320969817873116e-06,4.2817888259887695
169,adam,5.374179516051848e-06,4.2575459480285645
170,adam,5.4279213112123665e-06,4.212194919586182
171,adam,5.48220052432449e-06,4.194435119628906
172,adam,5.537022529567735e-06,4.165719985961914
173,adam,5.592392754863413e-06,4.1050190925598145
174,adam,5.648316682412047e-06,4.078780174255371
175,adam,5.704799849236167e-06,4.072795867919922
176,adam,5.761847847728529e-06,4.064874172210693
177,adam,5.8194663262058146e-06,4.018843173980713
178,adam,5.8776609894678725e-06,3.98891282081604
179,adam,5.9364375993625514e-06,3.9425816535949707
180,adam,5.995801975356177e-06,3.925309419631958
181,adam,6.0557599951097386e-06,3.882230758666992
182,adam,6.116317595060836e-06,3.862246513366699
183,adam,6.177480771011445e-06,3.8230419158935547
184,adam,6.2392555787215596e-06,3.805908679962158
185,adam,6.301648134508775e-06,3.785346031188965
186,adam,6.364664615853863e-06,3.7398083209991455
187,adam,6.428311262012402e-06,3.716183662414551
188,adam,6.492594374632526e-06,3.700434923171997
189,adam,6.557520318378851e-06,3.6688520908355713
190,adam,6.6230955215626394e-06,3.642432928085327
191,adam,6.689326476778266e-06,3.5830721855163574
192,adam,6.756219741546049e-06,3.5931410789489746
193,adam,6.8237819389615096e-06,3.558553457260132
194,adam,6.892019758351125e-06,3.5268149375915527
195,adam,6.960939955934636e-06,3.499032974243164
196,adam,7.030549355493983e-06,3.4793593883514404
197,adam,7.100854849048923e-06,3.414134979248047
198,adam,7.171863397539413e-06,3.4265854358673096
199,adam,7.2435820315148064e-06,3.4043362140655518
200,adam,7.316017851829955e-06,3.369051456451416
201,adam,7.389178030348254e-06,3.3382201194763184
202,adam,7.463069810651736e-06,3.320929527282715
203,adam,7.537700508758253e-06,3.2919116020202637
204,adam,7.613077513845836e-06,3.289809465408325
205,adam,7.689208288984295e-06,3.242556095123291
206,adam,7.766100371874139e-06,3.2313504219055176
207,adam,7.84376137559288e-06,3.2226219177246094
208,adam,7.922198989348809e-06,3.1877048015594482
209,adam,8.001420979242297e-06,3.176466226577759
210,adam,8.08143518903472e-06,3.1398355960845947
211,adam,8.162249540925068e-06,3.130474328994751
212,adam,8.243872036334318e-06,3.09775710105896
213,adam,8.32631075669766e-06,3.0906717777252197
214,adam,8.409573864264638e-06,3.0556092262268066
215,adam,8.493669602907284e-06,3.0271825790405273
216,adam,8.578606298936358e-06,3.0040502548217773
217,adam,8.66439236192572e-06,2.990483283996582
218,adam,8.751036285544978e-06,2.9913828372955322
219,adam,8.838546648400427e-06,2.9583823680877686
220,adam,8.926932114884432e-06,2.9453532695770264
221,adam,9.016201436033277e-06,2.913123607635498
222,adam,9.10636345039361e-06,2.9070050716400146
223,adam,9.197427084897546e-06,2.8937065601348877
224,adam,9.289401355746522e-06,2.869971752166748
225,adam,9.382295369303988e-06,2.8601651191711426
226,adam,9.476118322997027e-06,2.855750322341919
227,adam,9.570879506226997e-06,2.843647003173828
228,adam,9.666588301289267e-06,2.8143486976623535
229,adam,9.76325418430216e-06,2.7997148036956787
230,adam,9.860886726145182e-06,2.782522439956665
231,adam,9.959495593406634e-06,2.7814700603485107
232,adam,1.00590905493407e-05,2.7634291648864746
233,adam,1.0159681454834107e-05,2.7530863285064697
234,adam,1.0261278269382448e-05,2.7365992069244385
235,adam,1.0363891052076273e-05,2.727283000946045
236,adam,1.0467529962597036e-05,2.7192623615264893
237,adam,1.0572205262223007e-05,2.701061725616455
238,adam,1.0677927314845237e-05,2.687612533569336
239,adam,1.0784706587993689e-05,2.684786081314087
240,adam,1.0892553653873626e-05,2.668494939804077
241,adam,1.1001479190412362e-05,2.663358211517334
242,adam,1.1111493982316485e-05,2.663339853286743
243,adam,1.122260892213965e-05,2.6458444595336914
244,adam,1.1334835011361047e-05,2.6415627002716064
245,adam,1.1448183361474658e-05,2.6293423175811768
246,adam,1.1562665195089404e-05,2.6068801879882812
247,adam,1.1678291847040298e-05,2.6110928058624268
248,adam,1.17950747655107e-05,2.6070523262023926
249,adam,1.1913025513165808e-05,2.5950942039489746
250,adam,1.2032155768297467e-05,2.578547954559326
251,adam,1.2152477325980441e-05,2.5715298652648926
252,adam,1.2274002099240245e-05,2.5741968154907227
253,adam,1.2396742120232648e-05,2.5662033557891846
254,adam,1.2520709541434974e-05,2.5497260093688965
255,adam,1.2645916636849323e-05,2.5479509830474854
256,adam,1.2772375803217817e-05,2.539400100708008
257,adam,1.2900099561249995e-05,2.532533645629883
258,adam,1.3029100556862496e-05,2.529597043991089
259,adam,1.315939156243112e-05,2.523193597793579
260,adam,1.3290985478055432e-05,2.523014783859253
261,adam,1.3423895332835986e-05,2.518491506576538
262,adam,1.3558134286164346e-05,2.50773286819458
263,adam,1.369371562902599e-05,2.5001821517944336
264,adam,1.383065278531625e-05,2.497709035873413
265,adam,1.3968959313169413e-05,2.481055736541748
266,adam,1.4108648906301107e-05,2.492286443710327
267,adam,1.4249735395364118e-05,2.485184907913208
268,adam,1.439223274931776e-05,2.482814073562622
269,adam,1.4536155076810937e-05,2.4665157794952393
270,adam,1.4681516627579046e-05,2.469219446182251
271,adam,1.4828331793854836e-05,2.461660385131836
272,adam,1.4976615111793385e-05,2.461702585220337
273,adam,1.5126381262911318e-05,2.4562339782714844
274,adam,1.5277645075540432e-05,2.454237937927246
275,adam,1.5430421526295836e-05,2.4448330402374268
276,adam,1.5584725741558794e-05,2.4497463703155518
277,adam,1.574057299897438e-05,2.442007541656494
278,adam,1.5897978728964126e-05,2.4382336139678955
279,adam,1.6056958516253768e-05,2.4403059482574463
280,adam,1.6217528101416307e-05,2.4368855953216553
281,adam,1.637970338243047e-05,2.4303224086761475
282,adam,1.6543500416254774e-05,2.4182076454162598
283,adam,1.6708935420417323e-05,2.4282543659210205
284,adam,1.6876024774621498e-05,2.4159135818481445
285,adam,1.7044785022367713e-05,2.419100046157837
286,adam,1.721523287259139e-05,2.416137933731079
287,adam,1.7387385201317303e-05,2.4139833450317383
288,adam,1.7561259053330477e-05,2.4056344032287598
289,adam,1.773687164386378e-05,2.410310983657837
290,adam,1.791424036030242e-05,2.4086523056030273
291,adam,1.8093382763905445e-05,2.4020516872406006
292,adam,1.82743165915445e-05,2.3947525024414062
293,adam,1.8457059757459946e-05,2.3895909786224365
294,adam,1.8641630355034544e-05,2.401776075363159
295,adam,1.882804665858489e-05,2.3913214206695557
296,adam,1.9016327125170738e-05,2.384244203567505
297,adam,1.9206490396422447e-05,2.3825345039367676
298,adam,1.939855530038667e-05,2.3829565048217773
299,adam,1.9592540853390538e-05,2.3816745281219482
300,adam,1.9788466261924443e-05,2.3845629692077637
301,adam,1.9986350924543688e-05,2.3847429752349854
302,adam,2.0186214433789125e-05,2.3825807571411133
303,adam,2.0388076578127017e-05,2.370988368988037
304,adam,2.0591957343908286e-05,2.366246223449707
305,adam,2.079787691734737e-05,2.3600893020629883
306,adam,2.1005855686520843e-05,2.370955228805542
307,adam,2.121591424338605e-05,2.365854024887085
308,adam,2.142807338581991e-05,2.3732097148895264
309,adam,2.164235411967811e-05,2.36291766166687
310,adam,2.185877766087489e-05,2.367302894592285
311,adam,2.207736543748364e-05,2.35760498046875
312,adam,2.2298139091858476e-05,2.354336977005005
313,adam,2.2521120482777062e-05,2.343065023422241
314,adam,2.2746331687604834e-05,2.3594491481781006
315,adam,2.2973795004480882e-05,2.3538382053375244
316,adam,2.320353295452569e-05,2.3645102977752686
317,adam,2.3435568284070946e-05,2.3594858646392822
318,adam,2.3669923966911655e-05,2.3447277545928955
319,adam,2.390662320658077e-05,2.350857734680176
320,adam,2.4145689438646577e-05,2.3444933891296387
321,adam,2.4387146333033045e-05,2.3432021141052246
322,adam,2.4631017796363374e-05,2.349863052368164
323,adam,2.4877327974327007e-05,2.3451437950134277
324,adam,2.5126101254070276e-05,2.3357126712799072
325,adam,2.537736226661098e-05,2.3364648818969727
326,adam,2.563113588927709e-05,2.33919358253479
327,adam,2.5887447248169863e-05,2.3319668769836426
328,adam,2.614632172065156e-05,2.331029176712036
329,adam,2.6407784937858075e-05,2.3318018913269043
330,adam,2.6671862787236657e-05,2.3350343704223633
331,adam,2.6938581415109022e-05,2.331362009048462
332,adam,2.7207967229260113e-05,2.331810474395752
333,adam,2.7480046901552715e-05,2.333500623703003
334,adam,2.7754847370568243e-05,2.330977201461792
335,adam,2.8032395844273926e-05,2.3244991302490234
336,adam,2.8312719802716667e-05,2.326354742050171
337,adam,2.8595847000743834e-05,2.323105573654175
338,adam,2.888180547075127e-05,2.3249545097351074
339,adam,2.9170623525458784e-05,2.316138505935669
340,adam,2.946232976071337e-05,2.324796438217163
341,adam,2.9756953058320507e-05,2.314610004425049
342,adam,3.005452258890371e-05,2.3275136947631836
343,adam,3.035506781479275e-05,2.3126518726348877
344,adam,3.065861849294068e-05,2.3203094005584717
345,adam,3.0965204677870084e-05,2.3043975830078125
346,adam,3.127485672464878e-05,2.3111321926116943
347,adam,3.158760529189527e-05,2.321321487426758
348,adam,3.190348134481422e-05,2.31414794921875
349,adam,3.222251615826236e-05,2.312540054321289
350,adam,3.2544741319844986e-05,2.3085386753082275
351,adam,3.287018873304344e-05,2.3011105060577393
352,adam,3.3198890620373874e-05,2.3055145740509033
353,adam,3.353087952657761e-05,2.2911853790283203
354,adam,3.386618832184339e-05,2.2966747283935547
355,adam,3.420485020506182e-05,2.295933961868286
356,adam,3.454689870711244e-05,2.2947702407836914
357,adam,3.489236769418357e-05,2.295708417892456
358,adam,3.5241291371125405e-05,2.3006467819213867
359,adam,3.559370428483666e-05,2.2958526611328125
360,adam,3.594964132768503e-05,2.300233840942383
361,adam,3.630913774096188e-05,2.301115036010742
362,adam,3.6672229118371496e-05,2.2955377101898193
363,adam,3.703895140955521e-05,2.288297653198242
364,adam,3.740934092365076e-05,2.2827205657958984
365,adam,3.778343433288727e-05,2.289950132369995
366,adam,3.8161268676216145e-05,2.290245532989502
367,adam,3.8542881362978305e-05,2.2694242000579834
368,adam,3.892831017660809e-05,2.266871929168701
369,adam,3.931759327837417e-05,2.286980390548706
370,adam,3.9710769211157915e-05,2.2864389419555664
371,adam,4.0107876903269494e-05,2.277794122695923
372,adam,4.050895567230219e-05,2.2659106254577637
373,adam,4.091404522902521e-05,2.27911376953125
374,adam,4.132318568131546e-05,2.287118434906006
375,adam,4.173641753812861e-05,2.273716449737549
376,adam,4.2153781713509896e-05,2.27022647857666
377,adam,4.2575319530645e-05,2.2600293159484863
378,adam,4.3001072725951445e-05,2.264695882797241
379,adam,4.343108345321096e-05,2.267348289489746
380,adam,4.386539428774307e-05,2.2723965644836426
381,adam,4.43040482306205e-05,2.242252826690674
382,adam,4.4747088712926704e-05,2.232483386993408
383,adam,4.519455960005597e-05,2.2571825981140137
384,adam,4.5646505196056534e-05,2.266568660736084
385,adam,4.61029702480171e-05,2.251774787902832
386,adam,4.656399995049727e-05,2.2337281703948975
387,adam,4.7029639950002244e-05,2.244631052017212
388,adam,4.749993634950227e-05,2.2405169010162354
389,adam,4.797493571299729e-05,2.2308294773101807
390,adam,4.845468507012726e-05,2.2628440856933594
391,adam,4.893923192082854e-05,2.234639883041382
392,adam,4.942862424003682e-05,2.240535020828247
393,adam,4.992291048243719e-05,2.2364742755889893
394,adam,5.042213958726156e-05,2.248087167739868
395,adam,5.092636098313418e-05,2.2223622798919678
396,adam,5.143562459296552e-05,2.24991512298584
397,adam,5.194998083889518e-05,2.214169502258301
398,adam,5.246948064728413e-05,2.2396466732025146
399,adam,5.299417545375697e-05,2.208139181137085
400,adam,5.352411720829454e-05,2.2074015140533447
401,adam,5.405935838037748e-05,2.2540338039398193
402,adam,5.459995196418126e-05,2.192607879638672
403,adam,5.5145951483823074e-05,2.1944572925567627
404,adam,5.5697410998661305e-05,2.1931772232055664
405,adam,5.625438510864792e-05,2.219618558883667
406,adam,5.68169289597344e-05,2.2068886756896973
407,adam,5.7385098249331746e-05,2.204496383666992
408,adam,5.795894923182506e-05,2.2130746841430664
409,adam,5.853853872414331e-05,2.2008509635925293
410,adam,5.912392411138475e-05,2.153613328933716
411,adam,5.9715163352498595e-05,2.1683390140533447
412,adam,6.031231498602358e-05,2.1983325481414795
413,adam,6.091543813588382e-05,2.1619348526000977
414,adam,6.152459251724266e-05,2.1751441955566406
415,adam,6.213983844241509e-05,2.158926248550415
416,adam,6.276123682683924e-05,2.120535135269165
417,adam,6.338884919510764e-05,2.1565723419189453
418,adam,6.402273768705871e-05,2.152289390563965
419,adam,6.466296506392931e-05,2.178907871246338
420,adam,6.53095947145686e-05,2.136610507965088
421,adam,6.596269066171429e-05,2.1989364624023438
422,adam,6.662231756833144e-05,2.1403989791870117
423,adam,6.728854074401476e-05,2.2111899852752686
424,adam,6.796142615145491e-05,2.1408493518829346
425,adam,6.864104041296946e-05,2.1350936889648438
426,adam,6.932745081709916e-05,2.137944459915161
427,adam,7.002072532527015e-05,2.1635968685150146
428,adam,7.072093257852286e-05,2.1290953159332275
429,adam,7.142814190430808e-05,2.1156363487243652
430,adam,7.214242332335116e-05,2.1261253356933594
431,adam,7.286384755658467e-05,2.114504337310791
432,adam,7.359248603215052e-05,2.1098177433013916
433,adam,7.432841089247202e-05,2.065868616104126
434,adam,7.507169500139674e-05,2.1457934379577637
435,adam,7.582241195141071e-05,2.1056931018829346
436,adam,7.658063607092481e-05,2.104929208755493
437,adam,7.734644243163407e-05,2.1287479400634766
438,adam,7.811990685595042e-05,2.138976573944092
439,adam,7.890110592450992e-05,2.1079721450805664
440,adam,7.969011698375502e-05,2.0981016159057617
441,adam,8.048701815359257e-05,2.103696584701538
442,adam,8.12918883351285e-05,2.1240997314453125
443,adam,8.210480721847979e-05,2.103972911834717
444,adam,8.292585529066458e-05,2.1340301036834717
445,adam,8.375511384357123e-05,2.1033267974853516
446,adam,8.459266498200695e-05,2.0860724449157715
447,adam,8.543859163182702e-05,2.11175799369812
448,adam,8.629297754814529e-05,2.148642063140869
449,adam,8.715590732362674e-05,2.0660290718078613
450,adam,8.802746639686301e-05,2.1044504642486572
451,adam,8.890774106083164e-05,2.0983469486236572
452,adam,8.979681847143996e-05,2.0579071044921875
453,adam,9.069478665615436e-05,2.071800708770752
454,adam,9.16017345227159e-05,2.11177134513855
455,adam,9.251775186794306e-05,2.0441739559173584
456,adam,9.344292938662249e-05,2.0744614601135254
457,adam,9.437735868048872e-05,2.0416371822357178
458,adam,9.532113226729361e-05,2.0456702709198
459,adam,9.627434358996654e-05,2.0590248107910156
460,adam,9.723708702586621e-05,2.093031406402588
461,adam,9.820945789612487e-05,2.028110980987549
462,adam,9.919155247508613e-05,2.125645160675049
463,adam,0.00010018346799983699,2.0632307529449463
464,adam,0.00010118530267983537,2.0454564094543457
465,adam,0.00010219715570663371,2.1049211025238037
466,adam,0.00010321912726370006,2.0816423892974854
467,adam,0.00010425131853633705,2.0776102542877197
468,adam,0.00010529383172170042,2.0686256885528564
469,adam,0.00010634677003891742,2.022123098373413
470,adam,0.0001074102377393066,2.015018939971924
471,adam,0.00010848434011669967,2.028174877166748
472,adam,0.00010956918351786667,2.0079495906829834
473,adam,0.00011066487535304533,2.0543885231018066
474,adam,0.00011177152410657579,2.0598645210266113
475,adam,0.00011288923934764156,2.0826008319854736
476,adam,0.00011401813174111798,2.0566365718841553
477,adam,0.00011515831305852916,2.00964093208313
478,adam,0.00011630989618911446,1.9486197233200073
479,adam,0.0001174729951510056,1.9855842590332031
480,adam,0.00011864772510251566,2.078742027282715
481,adam,0.00011983420235354082,2.053532123565674
482,adam,0.00012103254437707623,2.060924530029297
483,adam,0.000122242869820847,2.049921989440918
484,adam,0.00012346529851905546,2.014127731323242
485,adam,0.000124699951504246,1.9784469604492188
486,adam,0.00012594695101928846,2.021761894226074
487,adam,0.00012720642052948134,2.0219147205352783
488,adam,0.00012847848473477615,2.051548957824707
489,adam,0.0001297632695821239,2.0995171070098877
490,adam,0.00013106090227794513,2.0139496326446533
491,adam,0.00013237151130072458,2.045901298522949
492,adam,0.0001336952264137318,2.0513856410980225
493,adam,0.00013503217867786912,2.005002021789551
494,adam,0.0001363825004646478,1.998371958732605
495,adam,0.0001377463254692943,2.056854486465454
496,adam,0.00013912378872398722,1.9929379224777222
497,adam,0.0001405150266112271,2.07039737701416
498,adam,0.00014192017687733938,2.0225515365600586
499,adam,0.00014333937864611276,1.9807345867156982
500,adam,0.0001447727724325739,1.9997997283935547
501,adam,0.00014622050015689964,1.995429277420044
502,adam,0.00014768270515846864,1.9287514686584473
503,adam,0.00014915953221005334,1.9548697471618652
504,adam,0.00015065112753215388,2.066075563430786
505,adam,0.0001521576388074754,2.016669750213623
506,adam,0.00015367921519555017,2.0426201820373535
507,adam,0.00015521600734750567,2.0386810302734375
508,adam,0.00015676816742098073,1.9861845970153809
509,adam,0.00015833584909519054,1.9217631816864014
510,adam,0.00015991920758614246,1.9989575147628784
511,adam,0.00016151839966200388,2.0353591442108154
512,adam,0.0001631335836586239,2.0354197025299072
513,adam,0.00016476491949521014,2.020747661590576
514,adam,0.00016641256869016224,2.005058526992798
515,adam,0.00016807669437706387,1.9611953496932983
516,adam,0.00016975746132083451,2.026445150375366
517,adam,0.00017145503593404287,1.96579110622406
518,adam,0.0001731695862933833,1.9626983404159546
519,adam,0.00017490128215631712,2.0404224395751953
520,adam,0.0001766502949778803,1.969862461090088
521,adam,0.0001784167979276591,1.949446678161621
522,adam,0.0001802009659069357,2.0533666610717773
523,adam,0.00018200297556600505,2.012274742126465
524,adam,0.0001838230053216651,1.9785205125808716
525,adam,0.00018566123537488175,2.0783674716949463
526,adam,0.00018751784772863057,2.0240795612335205
527,adam,0.00018939302620591688,1.9673633575439453
528,adam,0.00019128695646797604,1.999244213104248
529,adam,0.00019319982603265581,1.9705864191055298
530,adam,0.00019513182429298237,1.920209527015686
531,adam,0.0001970831425359122,2.0228934288024902
532,adam,0.0001990539739612713,2.021479606628418
533,adam,0.00020104451370088402,1.9718096256256104
534,adam,0.00020305495883789286,1.9799747467041016
535,adam,0.0002050855084262718,2.039259433746338
536,adam,0.00020713636351053452,2.0619075298309326
537,adam,0.00020920772714563986,2.0068178176879883
538,adam,0.00021129980441709627,2.025132894515991
539,adam,0.00021341280246126723,2.042945384979248
540,adam,0.00021554693048587991,1.9716105461120605
541,adam,0.00021770239979073872,2.028367757797241
542,adam,0.0002198794237886461,2.051076889038086
543,adam,0.00022207821802653258,2.015277862548828
544,adam,0.0002242990002067979,2.0017852783203125
545,adam,0.00022654199020886588,1.961158275604248
546,adam,0.00022880741011095453,1.9724178314208984
547,adam,0.0002310954842120641,2.025745391845703
548,adam,0.00023340643905418474,1.9980788230895996
549,adam,0.0002357405034447266,1.9947956800460815
550,adam,0.00023809790847917385,1.953417181968689
551,adam,0.0002404788875639656,1.9547104835510254
552,adam,0.00024288367643960526,2.022524356842041
553,adam,0.0002453125132040013,1.9500328302383423
554,adam,0.0002477656383360413,1.9558422565460205
555,adam,0.0002502432947194017,1.920056700706482
556,adam,0.00025274572766659573,1.931895136833191
557,adam,0.0002552731849432617,1.914280891418457
558,adam,0.0002578259167926943,1.9333752393722534
559,adam,0.0002604041759606213,1.9646122455596924
560,adam,0.0002630082177202275,1.8988373279571533
561,adam,0.00026563829989742976,1.8773787021636963
562,adam,0.00026829468289640406,1.939774990081787
563,adam,0.0002709776297253681,2.0128631591796875
564,adam,0.00027368740602262177,1.9482965469360352
565,adam,0.00027642428008284797,1.8711875677108765
566,adam,0.00027918852288367645,1.9607534408569336
567,adam,0.0002819804081125132,2.0064635276794434
