round,epoch,train_loss,train_acc,norm,independence,balancement,seed
22,4,1.0528312534093858,0.2672683186531067,GN,noniid,balanced,0
22,5,1.0496364384889605,0.2760977892875671,GN,noniid,balanced,0
22,6,1.0489672496914864,0.2840719273090362,GN,noniid,balanced,0
22,7,1.0464530304074289,0.2872373373508453,GN,noniid,balanced,0
22,8,1.0435962498188018,0.2915948264598846,GN,noniid,balanced,0
22,9,1.0410051122307775,0.2965180485248566,GN,noniid,balanced,0
22,10,1.0397379457950593,0.2988415932655334,GN,noniid,balanced,0
23,1,1.1953408911824226,0.1838294724971056,GN,noniid,balanced,0
23,2,1.1276676937937735,0.2199084042310714,GN,noniid,balanced,0
23,3,1.0984170779585838,0.2294113677740097,GN,noniid,balanced,0
23,4,1.0832075610756875,0.2688712283372879,GN,noniid,balanced,0
23,5,1.074683177471161,0.2899784473180771,GN,noniid,balanced,0
23,6,1.0688772737979888,0.2952720892429352,GN,noniid,balanced,0
23,7,1.0649263724684714,0.3018790400028229,GN,noniid,balanced,0
23,8,1.0615501046180724,0.3049232225418091,GN,noniid,balanced,0
23,9,1.0589146047830582,0.3059199886322021,GN,noniid,balanced,0
23,10,1.056779852509499,0.3102572734355926,GN,noniid,balanced,0
24,1,1.114838419854641,0.3244814098477364,GN,noniid,balanced,0
24,2,1.072751447558403,0.3433324342370033,GN,noniid,balanced,0
24,3,1.0475618556141852,0.3612203643321991,GN,noniid,balanced,0
24,4,1.0277468994259835,0.371619070649147,GN,noniid,balanced,0
24,5,1.0113389864563942,0.3824488113671541,GN,noniid,balanced,0
24,6,0.9981463149189947,0.3863752678632736,GN,noniid,balanced,0
24,7,0.9875495046377182,0.3923154621720314,GN,noniid,balanced,0
24,8,0.9791305422782898,0.3979256454706192,GN,noniid,balanced,0
24,9,0.9721572741866112,0.399764276176691,GN,noniid,balanced,0
24,10,0.966379064321518,0.4022292551100254,GN,noniid,balanced,0
25,1,1.202666801214218,0.2017847527265548,GN,noniid,balanced,0
25,2,1.1477299958467484,0.2321794179677963,GN,noniid,balanced,0
25,3,1.1165272831916808,0.2534280706644058,GN,noniid,balanced,0
25,4,1.0970627769827843,0.2655307101011276,GN,noniid,balanced,0
25,5,1.0829310894012452,0.2803273152709007,GN,noniid,balanced,0
25,6,1.0724666327238084,0.2852101286053657,GN,noniid,balanced,0
25,7,1.0644539669156077,0.2905441799759864,GN,noniid,balanced,0
25,8,1.058151713013649,0.2963294717669487,GN,noniid,balanced,0
25,9,1.0528878346085548,0.3015086203217506,GN,noniid,balanced,0
25,10,1.0484689995646477,0.3041487047076225,GN,noniid,balanced,0
26,1,1.155430184304714,0.2003502152562141,GN,noniid,balanced,0
26,2,1.1267270296812055,0.2306640620529652,GN,noniid,balanced,0
26,3,1.10630099773407,0.2529633618593216,GN,noniid,balanced,0
26,4,1.091523879766464,0.2664331884384155,GN,noniid,balanced,0
26,5,1.0807287693023682,0.2773235440254211,GN,noniid,balanced,0
26,6,1.0726091727614402,0.283620688199997,GN,noniid,balanced,0
26,7,1.06647187769413,0.2863752672672272,GN,noniid,balanced,0
26,8,1.0617024645209312,0.2893251614570618,GN,noniid,balanced,0
26,9,1.0579133599996566,0.2917901384830474,GN,noniid,balanced,0
26,10,1.0548077911138534,0.2945649235248566,GN,noniid,balanced,0
27,1,1.0484160885214806,0.3601360424757004,GN,noniid,balanced,0
27,2,1.0122825399041175,0.3843009152412414,GN,noniid,balanced,0
27,3,0.98962771743536,0.4014480051994324,GN,noniid,balanced,0
27,4,0.9725931227207184,0.4196053333282471,GN,noniid,balanced,0
27,5,0.9597324907779694,0.4305967111587525,GN,noniid,balanced,0
27,6,0.9499345943331718,0.4419854507446289,GN,noniid,balanced,0
27,7,0.942048279941082,0.4475417547225951,GN,noniid,balanced,0
27,8,0.935853460431099,0.4509967659711837,GN,noniid,balanced,0
27,9,0.9306927070021628,0.4508755371570587,GN,noniid,balanced,0
27,10,0.9263505890965462,0.4551724119782448,GN,noniid,balanced,0
28,1,1.085433480143547,0.3339170248508453,GN,noniid,balanced,0
28,2,1.0742776229977609,0.3431573263704777,GN,noniid,balanced,0
28,3,1.065935967862606,0.3464035553485155,GN,noniid,balanced,0
28,4,1.059393870830536,0.3512526929378509,GN,noniid,balanced,0
28,5,1.053838285803795,0.3532058182954788,GN,noniid,balanced,0
28,6,1.0491892129182816,0.3529903012514114,GN,noniid,balanced,0
28,7,1.0451344653964043,0.3516433180570603,GN,noniid,balanced,0
28,8,1.041571094095707,0.3511179950237274,GN,noniid,balanced,0
28,9,1.0383952021598817,0.3521349666118622,GN,noniid,balanced,0
28,10,1.035565111041069,0.3529364218711853,GN,noniid,balanced,0
29,1,1.2665997713804245,0.2611193406581878,GN,noniid,balanced,0
29,2,1.1945606559515,0.3257745150327683,GN,noniid,balanced,0
29,3,1.147727446258068,0.365005387455225,GN,noniid,balanced,0
29,4,1.1132142931222917,0.3868265073299408,GN,noniid,balanced,0
29,5,1.087723821401596,0.4029903021454811,GN,noniid,balanced,0
29,6,1.0671770855784417,0.4113752683997154,GN,noniid,balanced,0
29,7,1.0501177459955215,0.4163254297971726,GN,noniid,balanced,0
29,8,1.0362301290035247,0.4179889526367187,GN,noniid,balanced,0
29,9,1.0246110334992409,0.4168170786201953,GN,noniid,balanced,0
29,10,1.0146599486470222,0.4163456342965365,GN,noniid,balanced,0
30,1,1.19442148655653,0.2707772077172994,GN,noniid,balanced,0
30,2,1.142781452834606,0.2898774234056473,GN,noniid,balanced,0
30,3,1.106197641789913,0.3064924554824829,GN,noniid,balanced,0
30,4,1.0792447209358216,0.3247844814062118,GN,noniid,balanced,0
30,5,1.0597322598099708,0.3403825396299362,GN,noniid,balanced,0
30,6,1.0451724529266355,0.3558459029197693,GN,noniid,balanced,0
30,7,1.0341303542256357,0.3661233823895454,GN,noniid,balanced,0
30,8,1.0255304113030437,0.3739224133640528,GN,noniid,balanced,0
30,9,1.0187075525522231,0.3795662714093923,GN,noniid,balanced,0
30,10,1.0131582826375962,0.3849205280393362,GN,noniid,balanced,0
31,1,1.1832652986049652,0.1402343736886978,GN,noniid,balanced,0
31,2,1.1142835184931754,0.2067887923717498,GN,noniid,balanced,0
31,3,1.0790580332279205,0.2612809807062149,GN,noniid,balanced,0
31,4,1.0597432479262352,0.2997440720796585,GN,noniid,balanced,0
31,5,1.0466591134667396,0.3261988145112991,GN,noniid,balanced,0
31,6,1.036657053232193,0.3492658929824829,GN,noniid,balanced,0
31,7,1.0294738173484803,0.3623855035305023,GN,noniid,balanced,0
31,8,1.0236049175262452,0.370891701221466,GN,noniid,balanced,0
31,9,1.0186036959290503,0.3749528537988662,GN,noniid,balanced,0
31,10,1.0146824717521667,0.3806371220648289,GN,noniid,balanced,0
32,1,1.1421443089842795,0.3160829734802246,GN,noniid,balanced,0
32,2,1.0441334202885628,0.4136651389598846,GN,noniid,balanced,0
32,3,1.0104826539754868,0.439210667014122,GN,noniid,balanced,0
32,4,0.9923628777265548,0.4528556023836136,GN,noniid,balanced,0
32,5,0.9809260442852974,0.4562971419095993,GN,noniid,balanced,0
32,6,0.9730184867978096,0.4574286081790923,GN,noniid,balanced,0
32,7,0.9670937553048132,0.4567820552885532,GN,noniid,balanced,0
32,8,0.9623628810048104,0.4574286063015461,GN,noniid,balanced,0
32,9,0.9584194749593736,0.457017777711153,GN,noniid,balanced,0
32,10,0.9551048770546912,0.4555899761021137,GN,noniid,balanced,0
33,1,1.1987774521112442,0.2380455267429352,GN,noniid,balanced,0
33,2,1.1425990253686904,0.2435614213496446,GN,noniid,balanced,0
33,3,1.1198278307914733,0.2560950957387685,GN,noniid,balanced,0
33,4,1.1068878889083862,0.2730468732118606,GN,noniid,balanced,0
33,5,1.0978887006640434,0.286685073852539,GN,noniid,balanced,0
33,6,1.0917004108428956,0.2964978432655334,GN,noniid,balanced,0
33,7,1.0865629121661189,0.303145203590393,GN,noniid,balanced,0
33,8,1.0823047876358032,0.3106883075237274,GN,noniid,balanced,0
33,9,1.078781808912754,0.316924838066101,GN,noniid,balanced,0
33,10,1.0756360277533532,0.3230805492401123,GN,noniid,balanced,0
34,1,1.1146215990185735,0.2789466576874256,GN,noniid,balanced,0
34,2,1.080085414648056,0.2894463894367218,GN,noniid,balanced,0
34,3,1.0567935109138489,0.2944369591772556,GN,noniid,balanced,0
34,4,1.038805440068245,0.3066540943235158,GN,noniid,balanced,0
34,5,1.024753788113594,0.3208445556461811,GN,noniid,balanced,0
34,6,1.0138921111822128,0.3334321103990078,GN,noniid,balanced,0
34,7,1.0055802375078202,0.3506330795586109,GN,noniid,balanced,0
34,8,0.9987841844558716,0.3599070565998554,GN,noniid,balanced,0
34,9,0.9933978289365768,0.3647561938762665,GN,noniid,balanced,0
34,10,0.9888660937547684,0.3707165931463241,GN,noniid,balanced,0
35,1,1.1033255338668824,0.317349137544632,GN,noniid,balanced,0
35,2,1.0961546152830124,0.321982757806778,GN,noniid,balanced,0
35,3,1.0909571677446366,0.3245218200683594,GN,noniid,balanced,0
35,4,1.086858069896698,0.3261853446960449,GN,noniid,balanced,0
35,5,1.0834742456674575,0.3270070037841797,GN,noniid,balanced,0
35,6,1.0805430114269257,0.3313106122016906,GN,noniid,balanced,0
35,7,1.077914133667946,0.3312904076576232,GN,noniid,balanced,0
35,8,1.075516390800476,0.3337351820468903,GN,noniid,balanced,0
35,9,1.0732839971780777,0.3347521543502808,GN,noniid,balanced,0
35,10,1.0711803495883945,0.3354929945468903,GN,noniid,balanced,0
36,1,1.1712534055113792,0.2758890077173709,GN,noniid,balanced,0
36,2,1.1619613632559775,0.2846241907179355,GN,noniid,balanced,0
36,3,1.1541526019573212,0.2935344813615084,GN,noniid,balanced,0
36,4,1.1474526435136796,0.2987338338196277,GN,noniid,balanced,0
36,5,1.1415602281689643,0.3062028533518314,GN,noniid,balanced,0
36,6,1.1362523406744005,0.3153690714240074,GN,noniid,balanced,0
36,7,1.1313976988196373,0.323774245262146,GN,noniid,balanced,0
36,8,1.1268852189183236,0.333492725610733,GN,noniid,balanced,0
36,9,1.1226856887340546,0.3392982206344604,GN,noniid,balanced,0
36,10,1.1187504813075069,0.3466662168502808,GN,noniid,balanced,0
37,1,1.234498217701912,0.1855401393324136,GN,noniid,balanced,0
37,2,1.21981832832098,0.1958647630214691,GN,noniid,balanced,0
37,3,1.2071099817752835,0.2053677260875702,GN,noniid,balanced,0
37,4,1.195917470753193,0.2121295791864395,GN,noniid,balanced,0
37,5,1.1858805045485497,0.2211947734355926,GN,noniid,balanced,0
37,6,1.1767978146672249,0.2275660014152526,GN,noniid,balanced,0
37,7,1.1685148999094963,0.2334523155689239,GN,noniid,balanced,0
37,8,1.1608722761273385,0.2376549026966095,GN,noniid,balanced,0
37,9,1.1538176730275154,0.2454943428039551,GN,noniid,balanced,0
37,10,1.14731225669384,0.2510439114570618,GN,noniid,balanced,0
38,1,1.125128661096096,0.2791015620231628,GN,noniid,balanced,0
38,2,1.1213876590132714,0.2831896555423737,GN,noniid,balanced,0
38,3,1.118011213839054,0.2869612066745758,GN,noniid,balanced,0
38,4,1.1149162530899048,0.2910088901519775,GN,noniid,balanced,0
38,5,1.112106528878212,0.2945447189807892,GN,noniid,balanced,0
38,6,1.1094978287816049,0.296928878068924,GN,noniid,balanced,0
38,7,1.1070378780364991,0.2989628226757049,GN,noniid,balanced,0
38,8,1.104770255088806,0.2991985442638397,GN,noniid,balanced,0
38,9,1.102656756341457,0.3028353984355926,GN,noniid,balanced,0
38,10,1.100675503909588,0.3049838361740112,GN,noniid,balanced,0
39,1,1.1454956948757171,0.3360721974372863,GN,noniid,balanced,0
39,2,1.1376086264848708,0.3431101822853088,GN,noniid,balanced,0
39,3,1.1303094685077668,0.350202045917511,GN,noniid,balanced,0
39,4,1.1235683932900429,0.3525659999847412,GN,noniid,balanced,0
39,5,1.1173127248883248,0.3569032845497131,GN,noniid,balanced,0
39,6,1.1114244237542152,0.3633351283073425,GN,noniid,balanced,0
39,7,1.1058570861816406,0.3695514550209045,GN,noniid,balanced,0
39,8,1.1005769923329354,0.3713900866508484,GN,noniid,balanced,0
39,9,1.0955402940511705,0.3754579744338989,GN,noniid,balanced,0
39,10,1.0907226547598838,0.3777815198898315,GN,noniid,balanced,0
40,1,1.1528395414352417,0.3751481671333313,GN,noniid,balanced,0
40,2,1.1355550825595857,0.3854323816299439,GN,noniid,balanced,0
40,3,1.1216418415307998,0.3880118525028229,GN,noniid,balanced,0
40,4,1.1099534392356871,0.3908876614570617,GN,noniid,balanced,0
40,5,1.1000469356775284,0.3953663775920868,GN,noniid,balanced,0
40,6,1.09119131565094,0.3973195028305054,GN,noniid,balanced,0
40,7,1.0832198962569235,0.3962823252677917,GN,noniid,balanced,0
40,8,1.0759449377655983,0.3971443946361542,GN,noniid,balanced,0
40,9,1.0692633762955666,0.3976495130062104,GN,noniid,balanced,0
40,10,1.0631184056401253,0.3994477353096007,GN,noniid,balanced,0
41,1,1.163491527736187,0.2615032312870026,GN,noniid,balanced,0
41,2,1.1507403939962386,0.270083511352539,GN,noniid,balanced,0
41,3,1.1422330632805824,0.2756398162841797,GN,noniid,balanced,0
41,4,1.1362194687128069,0.2749932641983032,GN,noniid,balanced,0
41,5,1.1317952141165732,0.2758890087604522,GN,noniid,balanced,0
41,6,1.1282950624823571,0.276575968503952,GN,noniid,balanced,0
41,7,1.1253521740436554,0.2790005371570587,GN,noniid,balanced,0
41,8,1.122812347114086,0.2792160542011261,GN,noniid,balanced,0
41,9,1.120557014644146,0.2809132525920868,GN,noniid,balanced,0
41,10,1.1185074016451837,0.2814991896152496,GN,noniid,balanced,0
42,1,1.1858575344085691,0.3298828122615814,GN,noniid,balanced,0
42,2,1.1703405514359475,0.3366648700237274,GN,noniid,balanced,0
42,3,1.1579040825366973,0.3458512921333313,GN,noniid,balanced,0
42,4,1.147483903169632,0.3534348044395446,GN,noniid,balanced,0
42,5,1.1384377226233482,0.3608230054378509,GN,noniid,balanced,0
42,6,1.1303250312805175,0.3695985968112946,GN,noniid,balanced,0
42,7,1.122900938987732,0.379256463766098,GN,noniid,balanced,0
42,8,1.1160458609461783,0.3851225743293762,GN,noniid,balanced,0
42,9,1.1096731573343277,0.3928071112632751,GN,noniid,balanced,0
42,10,1.1037366807460784,0.3961274240016937,GN,noniid,balanced,0
43,1,1.211749029159546,0.2909684804677964,GN,noniid,balanced,0
43,2,1.1920911818742752,0.313079201221466,GN,noniid,balanced,0
43,3,1.1756886661052703,0.326037175655365,GN,noniid,balanced,0
43,4,1.161786748468876,0.3394261839389801,GN,noniid,balanced,0
43,5,1.1498100340366364,0.3524043622016906,GN,noniid,balanced,0
43,6,1.139279705286026,0.3608634155988693,GN,noniid,balanced,0
43,7,1.1299180954694747,0.3691136833429336,GN,noniid,balanced,0
43,8,1.1215327009558678,0.3769935337305069,GN,noniid,balanced,0
43,9,1.1139582708477973,0.382543102145195,GN,noniid,balanced,0
43,10,1.107056014239788,0.3891298463344574,GN,noniid,balanced,0
44,1,1.1245793998241425,0.3109913777112961,GN,noniid,balanced,0
44,2,1.0996844530105592,0.313516970038414,GN,noniid,balanced,0
44,3,1.0822557151317596,0.3174434250593185,GN,noniid,balanced,0
44,4,1.0696734264492989,0.3188510245084762,GN,noniid,balanced,0
44,5,1.0597929254174232,0.3203192337751388,GN,noniid,balanced,0
44,6,1.051989620923996,0.3201441248655319,GN,noniid,balanced,0
44,7,1.0455684155225753,0.3233701502084731,GN,noniid,balanced,0
44,8,1.0400322750210762,0.3261449347734451,GN,noniid,balanced,0
44,9,1.0351557850837707,0.3275929390192032,GN,noniid,balanced,0
44,10,1.0307690516114234,0.3275525304079056,GN,noniid,balanced,0
45,1,1.3094996839761734,0.3288591049313545,GN,noniid,balanced,0
45,2,1.2737893283367157,0.3392376059293747,GN,noniid,balanced,0
45,3,1.245685152709484,0.3483836189508438,GN,noniid,balanced,0
45,4,1.2223637491464614,0.3528017216920853,GN,noniid,balanced,0
45,5,1.2021492436528205,0.35778555893898,GN,noniid,balanced,0
45,6,1.1840590715408326,0.3617524237632751,GN,noniid,balanced,0
45,7,1.16809923350811,0.3661301181912423,GN,noniid,balanced,0
45,8,1.1537784352898597,0.3699824893474578,GN,noniid,balanced,0
45,9,1.1407493874430656,0.3761786097288132,GN,noniid,balanced,0
45,10,1.129038955271244,0.3811893846988677,GN,noniid,balanced,0
46,1,1.260861237347126,0.3492524244785309,GN,noniid,balanced,0
46,2,1.2594665184617042,0.3492322199344634,GN,noniid,balanced,0
46,3,1.2580869153141976,0.3496026403903961,GN,noniid,balanced,0
46,4,1.2567257344722749,0.3510102369785308,GN,noniid,balanced,0
46,5,1.2553819075226784,0.3516365835666656,GN,noniid,balanced,0
46,6,1.2540550917387008,0.3512257540225982,GN,noniid,balanced,0
46,7,1.2527450293302536,0.3510304415225982,GN,noniid,balanced,0
46,8,1.2514515653252605,0.3522427260875702,GN,noniid,balanced,0
46,9,1.25017402023077,0.3535897085666656,GN,noniid,balanced,0
46,10,1.248911117017269,0.3552128232717514,GN,noniid,balanced,0
47,1,1.2461986929178237,0.28066406083107,GN,noniid,balanced,0
47,2,1.2452917829155925,0.2804283391237259,GN,noniid,balanced,0
47,3,1.2444055765867232,0.2802330266237259,GN,noniid,balanced,0
47,4,1.2435366973280906,0.2800377132892608,GN,noniid,balanced,0
47,5,1.2426854982972144,0.2803879292011261,GN,noniid,balanced,0
47,6,1.241848360002041,0.2802128212451935,GN,noniid,balanced,0
47,7,1.2410258531570435,0.2806034462451935,GN,noniid,balanced,0
47,8,1.2402164965867997,0.2806034462451935,GN,noniid,balanced,0
47,9,1.2394184291362762,0.2801926162838936,GN,noniid,balanced,0
47,10,1.2386330470442772,0.2805832413434982,GN,noniid,balanced,0
48,1,1.25356265604496,0.1923626072406768,GN,noniid,balanced,0
48,2,1.252788528800011,0.1927734367847442,GN,noniid,balanced,0
48,3,1.2520267441868782,0.1931640617847442,GN,noniid,balanced,0
48,4,1.2512750804424286,0.1935748915672302,GN,noniid,balanced,0
48,5,1.2505337074398994,0.1939857211112975,GN,noniid,balanced,0
48,6,1.2498013466596605,0.1943965508341789,GN,noniid,balanced,0
48,7,1.2490775182843208,0.1955684258341789,GN,noniid,balanced,0
48,8,1.2483615413308145,0.1957839428782463,GN,noniid,balanced,0
48,9,1.247654387354851,0.1964102897047996,GN,noniid,balanced,0
48,10,1.2469542637467383,0.1969962272644043,GN,noniid,balanced,0
49,1,1.2051677048206328,0.26514681994915,GN,noniid,balanced,0
49,2,1.2037434786558152,0.2655778547525406,GN,noniid,balanced,0
49,3,1.202349565923214,0.265793371796608,GN,noniid,balanced,0
49,4,1.2009840920567512,0.2669854513406753,GN,noniid,balanced,0
49,5,1.1996439799666403,0.2675915933847427,GN,noniid,balanced,0
49,6,1.198326155543327,0.2676117980480194,GN,noniid,balanced,0
49,7,1.1970314279198646,0.2674164853096008,GN,noniid,balanced,0
49,8,1.1957606062293054,0.2678071103096008,GN,noniid,balanced,0
49,9,1.1945098787546158,0.2680024228096008,GN,noniid,balanced,0
49,10,1.1932798966765403,0.2694100193977356,GN,noniid,balanced,0
50,1,1.056270180642605,0.4235789308547973,GN,noniid,balanced,0
50,2,1.0554098442196846,0.4229727888107299,GN,noniid,balanced,0
50,3,1.054578237235546,0.423538521528244,GN,noniid,balanced,0
50,4,1.053772510588169,0.4241244597434997,GN,noniid,balanced,0
50,5,1.0529920697212218,0.4237136299610138,GN,noniid,balanced,0
50,6,1.0522285252809525,0.4239089424610138,GN,noniid,balanced,0
50,7,1.0514795303344726,0.4237136299610138,GN,noniid,balanced,0
50,8,1.050744117796421,0.4233028002977371,GN,noniid,balanced,0
50,9,1.0500225260853768,0.4242793627977371,GN,noniid,balanced,0
50,10,1.0493151530623437,0.4250404080152512,GN,noniid,balanced,0
1,1,3.566180448446955,0.2546061308043344,BN,noniid,unbalanced,128
1,2,1.2032149987561362,0.329518597296306,BN,noniid,unbalanced,128
1,3,1.2264974202428545,0.2599218930516924,BN,noniid,unbalanced,128
1,4,1.1848248818090985,0.2726810861485345,BN,noniid,unbalanced,128
1,5,1.1594496305499755,0.2857912911687578,BN,noniid,unbalanced,128
1,6,1.1440927215984888,0.3024060240813664,BN,noniid,unbalanced,128
1,7,1.1454170580421177,0.2681288685117449,BN,noniid,unbalanced,128
1,8,1.1124568240983146,0.2749269454819816,BN,noniid,unbalanced,128
1,9,1.082245803305081,0.2817307705538613,BN,noniid,unbalanced,128
1,10,1.0660219873700822,0.2989022496768406,BN,noniid,unbalanced,128
2,1,1.2327317410991303,0.2529597818283808,BN,noniid,unbalanced,128
2,2,1.2529685880456651,0.2284974119776771,BN,noniid,unbalanced,128
2,3,1.248133914811271,0.2064287466094607,BN,noniid,unbalanced,128
2,4,1.2423610602106367,0.206454130922045,BN,noniid,unbalanced,128
2,5,1.2339769218649184,0.2142632511683873,BN,noniid,unbalanced,128
2,6,1.224265041805449,0.2218585023425874,BN,noniid,unbalanced,128
2,7,1.2192674435320354,0.228019285656157,BN,noniid,unbalanced,128
2,8,1.2131029665470123,0.2320911643618629,BN,noniid,unbalanced,128
2,9,1.2098002944673811,0.2362963013421921,BN,noniid,unbalanced,128
2,10,1.2053330398741222,0.2415428143455868,BN,noniid,unbalanced,128
3,1,1.2838300968471326,0.1177289425699334,BN,noniid,unbalanced,128
3,2,1.2642353333924945,0.1280825619948537,BN,noniid,unbalanced,128
3,3,1.253754425989954,0.1285330907922042,BN,noniid,unbalanced,128
3,4,1.2442403059256704,0.1324003237172177,BN,noniid,unbalanced,128
3,5,1.2332142873814231,0.1402641201019287,BN,noniid,unbalanced,128
3,6,1.225559203248275,0.1468825305135626,BN,noniid,unbalanced,128
3,7,1.21531522117163,0.1562955515008223,BN,noniid,unbalanced,128
3,8,1.2080910503864288,0.1592626511423211,BN,noniid,unbalanced,128
3,9,1.200852963485216,0.1629451786844354,BN,noniid,unbalanced,128
3,10,1.1882366334137164,0.1689731693267822,BN,noniid,unbalanced,128
4,1,1.1058390252292156,0.3068084782361984,BN,noniid,unbalanced,128
4,2,1.1494750380516052,0.2867029813925425,BN,noniid,unbalanced,128
4,3,1.139998418589433,0.30729119459788,BN,noniid,unbalanced,128
4,4,1.1446069814264774,0.2837151114145915,BN,noniid,unbalanced,128
4,5,1.1497405196229618,0.2710199662049611,BN,noniid,unbalanced,128
4,6,1.0893823839724064,0.3625346660614014,BN,noniid,unbalanced,128
4,7,1.1014948586622877,0.3244901311397552,BN,noniid,unbalanced,128
4,8,1.1371180688341458,0.3005180108547211,BN,noniid,unbalanced,128
4,9,1.1431560417016349,0.3088968054453532,BN,noniid,unbalanced,128
4,10,1.1354522444307804,0.298382533788681,BN,noniid,unbalanced,128
5,1,1.2396786692349806,0.1938943924074588,BN,noniid,unbalanced,128
5,2,1.210422106411146,0.2028389155864716,BN,noniid,unbalanced,128
5,3,1.2212801847768866,0.1625068680877271,BN,noniid,unbalanced,128
5,4,1.1940851328165636,0.226218383208565,BN,noniid,unbalanced,128
5,5,1.208378070074579,0.187030682693357,BN,noniid,unbalanced,128
5,6,1.220631664213927,0.1678278690835704,BN,noniid,unbalanced,128
5,7,1.2185811672521674,0.1948644096955009,BN,noniid,unbalanced,128
5,8,1.2202777862548828,0.1875430380779764,BN,noniid,unbalanced,128
5,9,1.2072744460209557,0.196218977700109,BN,noniid,unbalanced,128
5,10,1.2056572566861692,0.1988715085775956,BN,noniid,unbalanced,128
6,1,1.3902055763062977,0.1267954307510739,BN,noniid,unbalanced,128
6,2,1.394417141165052,0.146983234768822,BN,noniid,unbalanced,128
6,3,1.3892659743626912,0.147486081804548,BN,noniid,unbalanced,128
6,4,1.3772188935961045,0.1467992679987635,BN,noniid,unbalanced,128
6,5,1.3688924369357882,0.1509661853455362,BN,noniid,unbalanced,128
6,6,1.3633634817032587,0.1568462246514502,BN,noniid,unbalanced,128
6,7,1.3574415899458383,0.1555238405863444,BN,noniid,unbalanced,128
6,8,1.3509696977479118,0.1623213451958838,BN,noniid,unbalanced,128
6,9,1.3398360099111284,0.1717261656834965,BN,noniid,unbalanced,128
6,10,1.3391820646467665,0.1750891087168739,BN,noniid,unbalanced,128
7,1,1.227451508953458,0.2265650813920157,BN,noniid,unbalanced,128
7,2,1.175085572969346,0.2599679698262896,BN,noniid,unbalanced,128
7,3,1.162474050408318,0.2657088764508565,BN,noniid,unbalanced,128
7,4,1.149972881589617,0.26784367504574,BN,noniid,unbalanced,128
7,5,1.1347035524390994,0.2731888646171206,BN,noniid,unbalanced,128
7,6,1.1152016406967526,0.2869793668247404,BN,noniid,unbalanced,128
7,7,1.090294490257899,0.3066138810203189,BN,noniid,unbalanced,128
7,8,1.0647041925362175,0.3252982987676348,BN,noniid,unbalanced,128
7,9,1.0579726369608016,0.3330274439993358,BN,noniid,unbalanced,128
7,10,1.0319785461539317,0.3467192641894022,BN,noniid,unbalanced,128
8,1,1.209793148562312,0.2907710492610931,BN,noniid,unbalanced,128
8,2,1.0447681490331888,0.359069367647171,BN,noniid,unbalanced,128
8,3,1.0147360917180777,0.3856521706283092,BN,noniid,unbalanced,128
8,4,0.9914109967648984,0.3990156513452529,BN,noniid,unbalanced,128
8,5,0.9716155156493188,0.4122308266162872,BN,noniid,unbalanced,128
8,6,0.9517960883677006,0.4237814062833786,BN,noniid,unbalanced,128
8,7,0.9350457452237606,0.428956386744976,BN,noniid,unbalanced,128
8,8,0.9260537680238484,0.4330824726819992,BN,noniid,unbalanced,128
8,9,0.908604072406888,0.4430324207246304,BN,noniid,unbalanced,128
8,10,0.9038782250136136,0.4484071536362171,BN,noniid,unbalanced,128
9,1,1.2676254697144032,0.2059944902857144,BN,noniid,unbalanced,128
9,2,1.2734137612084548,0.2281442693869273,BN,noniid,unbalanced,128
9,3,1.2525994492073853,0.2346069022019704,BN,noniid,unbalanced,128
9,4,1.22120858853062,0.24979230483373,BN,noniid,unbalanced,128
9,5,1.2010186947882175,0.2575717635949452,BN,noniid,unbalanced,128
9,6,1.1749719561388094,0.2716851305961609,BN,noniid,unbalanced,128
9,7,1.1540375389158726,0.2810373266537984,BN,noniid,unbalanced,128
9,8,1.1494435618321102,0.2896327896912892,BN,noniid,unbalanced,128
9,9,1.130121887351076,0.2973822672913472,BN,noniid,unbalanced,128
9,10,1.1047195587307217,0.313389429350694,BN,noniid,unbalanced,128
10,1,1.2965906143188477,0.1715472738295793,BN,noniid,unbalanced,128
10,2,1.2273764207959177,0.257439790725708,BN,noniid,unbalanced,128
10,3,1.1937919050455092,0.2721733479052782,BN,noniid,unbalanced,128
10,4,1.1720942288637162,0.2866473328173161,BN,noniid,unbalanced,128
10,5,1.1596881836652757,0.2838963377028704,BN,noniid,unbalanced,128
10,6,1.1321040362119674,0.2918893488645553,BN,noniid,unbalanced,128
10,7,1.1157254248857498,0.3023529709875584,BN,noniid,unbalanced,128
10,8,1.0978246092796329,0.3108052883148193,BN,noniid,unbalanced,128
10,9,1.0752461344003676,0.3266274785995483,BN,noniid,unbalanced,128
10,10,1.0588929161429406,0.3392794967889786,BN,noniid,unbalanced,128
11,1,1.1646583649245177,0.2476700957254929,BN,noniid,unbalanced,128
11,2,1.175057445060123,0.2680659468065609,BN,noniid,unbalanced,128
11,3,1.1559354838999836,0.2831284261698072,BN,noniid,unbalanced,128
11,4,1.1342595626007428,0.2997864152084697,BN,noniid,unbalanced,128
11,5,1.10897995531559,0.3197151666337793,BN,noniid,unbalanced,128
11,6,1.089926008473743,0.3358726154674184,BN,noniid,unbalanced,128
11,7,1.0646906942129135,0.3558103471452539,BN,noniid,unbalanced,128
11,8,1.0376852479847996,0.3747566484321247,BN,noniid,unbalanced,128
11,9,1.0156108750538393,0.3925120018828999,BN,noniid,unbalanced,128
